text,episode,season,name
"It's a compliment, My Lady.",3,2,What is Dead May Never Die
How is being a weakness a compliment?,3,2,What is Dead May Never Die
Language can be a bit tricky here.,3,2,What is Dead May Never Die
"Oh, I'm too stupid to understand.",3,2,What is Dead May Never Die
The stupid foreign girl.,3,2,What is Dead May Never Die
I am not a kitchen wench.,3,2,What is Dead May Never Die
When will Joffrey and Sansa be married?,3,2,What is Dead May Never Die
"Soon, darling, when the war is over.",3,2,What is Dead May Never Die
Mother says I'll have a new gown for the ceremony and another for the feast.,3,2,What is Dead May Never Die
But yours will be ivory since you're the bride.,3,2,What is Dead May Never Die
The Princess just spoke to you.,3,2,What is Dead May Never Die
"Pardon, Your Grace.",3,2,What is Dead May Never Die
"I'm sure your dress will be beautiful, Myrcella.",3,2,What is Dead May Never Die
I'm counting the days until the fighting is done and I can pledge my love to the King in sight of the Gods.,3,2,What is Dead May Never Die
Is Joffrey going to kill Sansa's brother?,3,2,What is Dead May Never Die
He might.,3,2,What is Dead May Never Die
Would you like that?,3,2,What is Dead May Never Die
No. I don't think so.,3,2,What is Dead May Never Die
"Even if he does, Sansa will do her duty.",3,2,What is Dead May Never Die
"Won't you, little dove?",3,2,What is Dead May Never Die
( Knocking ),3,2,What is Dead May Never Die
( Gasps ) Come in.,3,2,What is Dead May Never Die
( Door opens ),3,2,What is Dead May Never Die
Who are you?,3,2,What is Dead May Never Die
"I'm Shae, My Lady. Your new handmaiden.",3,2,What is Dead May Never Die
I didn't know I needed a new handmaiden.,3,2,What is Dead May Never Die
You're not from here.,3,2,What is Dead May Never Die
No.,3,2,What is Dead May Never Die
What are you doing?,3,2,What is Dead May Never Die
Waiting for you to tell me what to do.,3,2,What is Dead May Never Die
I shouldn't have to tell you to do things.,3,2,What is Dead May Never Die
You should just do them.,3,2,What is Dead May Never Die
What things?,3,2,What is Dead May Never Die
"Change my linens, wash my clothing, scrub the floor, empty my chamber pot, brush my hair.",3,2,What is Dead May Never Die
No.,3,2,What is Dead May Never Die
You said to brush ... ,3,2,What is Dead May Never Die
Not now.,3,2,What is Dead May Never Die
Your chamber pot is empty.,3,2,What is Dead May Never Die
Clean the table.,3,2,What is Dead May Never Die
Have you ever been a handmaiden before?,3,2,What is Dead May Never Die
Yes.,3,2,What is Dead May Never Die
For whom?,3,2,What is Dead May Never Die
Lady Zuriff.,3,2,What is Dead May Never Die
Lady Zuriff?,3,2,What is Dead May Never Die
Lady Zuriff.,3,2,What is Dead May Never Die
There is no Lady Zuriff in this city.,3,2,What is Dead May Never Die
She wasn't in this city.,3,2,What is Dead May Never Die
"Well, I don't know how they did things in that city, but in this city, handmaidens wait on ladies, not the other way around.",3,2,What is Dead May Never Die
"And I don't have time to answer 1,000 questions and teach you how to do your job.",3,2,What is Dead May Never Die
Do you want me to leave?,3,2,What is Dead May Never Die
Just brush my hair.,3,2,What is Dead May Never Die
"Oh, thank the Gods.",3,2,What is Dead May Never Die
I haven't had a proper sh1t in six days.,3,2,What is Dead May Never Die
"I've encountered this problem before, My Lord.",3,2,What is Dead May Never Die
The stresses of power often have this insalubrious effect.,3,2,What is Dead May Never Die
Two drops with water daily.,3,2,What is Dead May Never Die
Right. I'm so grateful to have a man of your vast knowledge and wisdom on my side.,3,2,What is Dead May Never Die
Please.,3,2,What is Dead May Never Die
"Thank you, My Lord.",3,2,What is Dead May Never Die
"I can trust you, Pycelle, can I not?",3,2,What is Dead May Never Die
"Why, yes, of course, My Lord.",3,2,What is Dead May Never Die
These are perilous times.,3,2,What is Dead May Never Die
And the crown must forge new alliances.,3,2,What is Dead May Never Die
And these alliances must often be sealed in matrimony.,3,2,What is Dead May Never Die
"Matrimony, huh?",3,2,What is Dead May Never Die
Yes.,3,2,What is Dead May Never Die
"I'm trusting the council with these plans, but the queen mustn't know.",3,2,What is Dead May Never Die
We can't have her meddling in affairs that could determine the future of the realm.,3,2,What is Dead May Never Die
There's too much at stake.,3,2,What is Dead May Never Die
"Oh, yes, yes. Indeed, yes.",3,2,What is Dead May Never Die
I shall be silent as the grave.,3,2,What is Dead May Never Die
I'm brokering an alliance with House Martell of Dorne.,3,2,What is Dead May Never Die
"Princess Myrcella will wed their youngest son when she comes of age, ensuring their loyalty and their army should we need it.",3,2,What is Dead May Never Die
Myrcella sent away to Dorne?,3,2,What is Dead May Never Die
"But remember, the queen mustn't know.",3,2,What is Dead May Never Die
"Ooh, ""the queen mustn't know.""",3,2,What is Dead May Never Die
I love conversations that begin this way.,3,2,What is Dead May Never Die
I plan to marry Princess Myrcella off to Theon Greyjoy.,3,2,What is Dead May Never Die
Theon Greyjoy?,3,2,What is Dead May Never Die
"Forgive me, My Lord,?",3,2,What is Dead May Never Die
He grew up a ward of Winterfell.,3,2,What is Dead May Never Die
He fights for Robb Stark.,3,2,What is Dead May Never Die
Precisely. Theon's father loathes the Starks and will convince the boy to come to our side.,3,2,What is Dead May Never Die
Greyjoy can destroy the northern army from within and we can have,3,2,What is Dead May Never Die
his father's ships.,3,2,What is Dead May Never Die
"But remember, you must tell no one.",3,2,What is Dead May Never Die
Tell no one what?,3,2,What is Dead May Never Die
I plan to wed Princess Myrcella to Robin Arryn of the Vale.,3,2,What is Dead May Never Die
Lysa is not fond of me.,3,2,What is Dead May Never Die
But perhaps the promise of a royal match will convince her to let bygones be bygones.,3,2,What is Dead May Never Die
She imprisoned you.,3,2,What is Dead May Never Die
She tried to execute you.,3,2,What is Dead May Never Die
And you offer her son a princess?,3,2,What is Dead May Never Die
"For men in our position, holding grudges can be an encumbrance, don't you think?",3,2,What is Dead May Never Die
And I suppose you want me to broker this agreement?,3,2,What is Dead May Never Die
Who better?,3,2,What is Dead May Never Die
"Yes, I could sing this song to Lysa, if I cared to.",3,2,What is Dead May Never Die
What's in it for me?,3,2,What is Dead May Never Die
"The gratitude of the people of Westeros for helping to end this war, the adoration of the King for bringing the Vale back into the fold... and Harrenhal.",3,2,What is Dead May Never Die
Harrenhal is cursed.,3,2,What is Dead May Never Die
Never took you for a superstitious man.,3,2,What is Dead May Never Die
"By all means, tear it down and rebuild.",3,2,What is Dead May Never Die
You'll be able to afford it.,3,2,What is Dead May Never Die
I plan to make you Lord of the Riverlands.,3,2,What is Dead May Never Die
"With a single stroke, you'd make me one of the greatest lords in the realm.",3,2,What is Dead May Never Die
You served my family well in the matter of the succession.,3,2,What is Dead May Never Die
"So did Janos Slynt, and he was given Harrenhal, too.",3,2,What is Dead May Never Die
Until you snatched it away.,3,2,What is Dead May Never Die
I need you to deliver Lysa Arryn.,3,2,What is Dead May Never Die
I didn't need Janos Slynt.,3,2,What is Dead May Never Die
"It's settled, then?",3,2,What is Dead May Never Die
Good.,3,2,What is Dead May Never Die
"Oh, and remember ... the queen mustn't know.",3,2,What is Dead May Never Die
( Breathing heavily ),3,2,What is Dead May Never Die
That must hurt.,3,2,What is Dead May Never Die
( Groans ),3,2,What is Dead May Never Die
What?,3,2,What is Dead May Never Die
What is it?,3,2,What is Dead May Never Die
( Scoffs ),3,2,What is Dead May Never Die
A member of the Kingsguard?,3,2,What is Dead May Never Die
As if I wasn't humiliated enough already.,3,2,What is Dead May Never Die
( Sighs ),3,2,What is Dead May Never Die
Brienne is a very capable warrior.,3,2,What is Dead May Never Die
And she's devoted to me.,3,2,What is Dead May Never Die
You're jealous.,3,2,What is Dead May Never Die
Jealous?,3,2,What is Dead May Never Die
Of Brienne the beauty?,3,2,What is Dead May Never Die
Don't make me laugh.,3,2,What is Dead May Never Die
I'll make it up to you.,3,2,What is Dead May Never Die
"No, Your Grace.",3,2,What is Dead May Never Die
Not tonight.,3,2,What is Dead May Never Die
There's another Tyrell who requires your attention.,3,2,What is Dead May Never Die
You didn't win my father's support or his army on charm alone.,3,2,What is Dead May Never Die
Your vassals are starting to snigger behind your back.,3,2,What is Dead May Never Die
Brides aren't usually virgins two weeks after their wedding night.,3,2,What is Dead May Never Die
And Margaery's a virgin?,3,2,What is Dead May Never Die
Officially.,3,2,What is Dead May Never Die
Shall I bring her to you?,3,2,What is Dead May Never Die
"I should warn you, I've had quite a bit of wine.",3,2,What is Dead May Never Die
As is your right. You are a King.,3,2,What is Dead May Never Die
You look very beautiful.,3,2,What is Dead May Never Die
"Thank you, Your Grace.",3,2,What is Dead May Never Die
It's a lovely gown.,3,2,What is Dead May Never Die
You think so?,3,2,What is Dead May Never Die
I can't decide how I like it better.,3,2,What is Dead May Never Die
This way... or this way.,3,2,What is Dead May Never Die
You certainly don't need it.,3,2,What is Dead May Never Die
Although... some say that beauty most desired is the beauty concealed.,3,2,What is Dead May Never Die
Must be the wine.,3,2,What is Dead May Never Die
"Here, let me.",3,2,What is Dead May Never Die
( Shudders ),3,2,What is Dead May Never Die
I'm sorry.,3,2,What is Dead May Never Die
Do you want my brother to come in and help?,3,2,What is Dead May Never Die
What?,3,2,What is Dead May Never Die
He could get you started.,3,2,What is Dead May Never Die
I know he wouldn't mind.,3,2,What is Dead May Never Die
Or I can turn over and you can pretend I'm him.,3,2,What is Dead May Never Die
I don't know what you're talking about.,3,2,What is Dead May Never Die
There's no need for us to play games.,3,2,What is Dead May Never Die
Save your lies for court. You're going to need a lot of them.,3,2,What is Dead May Never Die
Your enemies aren't happy about us.,3,2,What is Dead May Never Die
They want to tear us apart.,3,2,What is Dead May Never Die
And the best way to stop them is to put your baby in my belly.,3,2,What is Dead May Never Die
We can try again later.,3,2,What is Dead May Never Die
"You decide how you want to do it ... with me, with me and Loras.",3,2,What is Dead May Never Die
However else you like.,3,2,What is Dead May Never Die
Whatever you need to do.,3,2,What is Dead May Never Die
You are a King.,3,2,What is Dead May Never Die
Cersei: You monster.,3,2,What is Dead May Never Die
Myrcella is my only daughter.,3,2,What is Dead May Never Die
Do you really think I'll let you sell her like a common whore?,3,2,What is Dead May Never Die
Myrcella's a Princess.,3,2,What is Dead May Never Die
Some would say she was born for this.,3,2,What is Dead May Never Die
I will not let you ship her off to Dorne as I was shipped off to Robert Baratheon.,3,2,What is Dead May Never Die
Dorne is the safest place or her.,3,2,What is Dead May Never Die
Are you mad? The Martells loathe us.,3,2,What is Dead May Never Die
That's why we need to seduce them.,3,2,What is Dead May Never Die
We're going to need their support in the war your son started.,3,2,What is Dead May Never Die
She'll be a hostage.,3,2,What is Dead May Never Die
A guest.,3,2,What is Dead May Never Die
You won't get away with this.,3,2,What is Dead May Never Die
You think the piece of paper father gave you keeps you safe.,3,2,What is Dead May Never Die
"Ned Stark had a piece of paper, too.",3,2,What is Dead May Never Die
"It's done, Cersei.",3,2,What is Dead May Never Die
No.,3,2,What is Dead May Never Die
You cannot stop it.,3,2,What is Dead May Never Die
No!,3,2,What is Dead May Never Die
Just how safe do you think Myrcella is if this city falls?,3,2,What is Dead May Never Die
"Do you want to see her raped, butchered like the Targaryen children?",3,2,What is Dead May Never Die
Make no mistake.,3,2,What is Dead May Never Die
They'll mount her pretty little head on a spike right beside yours.,3,2,What is Dead May Never Die
Get out! Get out!,3,2,What is Dead May Never Die
"Theon of the House Greyjoy, you would this day consecrate your faith to the drowned God?",3,2,What is Dead May Never Die
I would.,3,2,What is Dead May Never Die
Kneel.,3,2,What is Dead May Never Die
"Let Theon, your servant, be born again from the sea as you were.",3,2,What is Dead May Never Die
Bless him with salt.,3,2,What is Dead May Never Die
Bless him with stone.,3,2,What is Dead May Never Die
Bless him with steel.,3,2,What is Dead May Never Die
What is dead may never die.,3,2,What is Dead May Never Die
What is dead may never die...,3,2,What is Dead May Never Die
But rises again harder and stronger.,3,2,What is Dead May Never Die
Stand.,3,2,What is Dead May Never Die
( Dog barking ),3,2,What is Dead May Never Die
( Footsteps approaching ),3,2,What is Dead May Never Die
"I don't appreciate being made a fool of, dwarf.",3,2,What is Dead May Never Die
"If Myrcella marries the Martell boy, she can't very well marry Robin Arryn, can she?",3,2,What is Dead May Never Die
"No, afraid not. Sorry about that.",3,2,What is Dead May Never Die
And Harrenhal ... ,3,2,What is Dead May Never Die
I suppose that's off the table as well.,3,2,What is Dead May Never Die
"Yes, I fear so. Sorry about that, too.",3,2,What is Dead May Never Die
Leave me out of your next deception.,3,2,What is Dead May Never Die
"Oh, that's a shame.",3,2,What is Dead May Never Die
You were to be the centerpiece of my next deception.,3,2,What is Dead May Never Die
My brother Jaime rots in a Northern stockade.,3,2,What is Dead May Never Die
I would see him released.,3,2,What is Dead May Never Die
That's where you come in.,3,2,What is Dead May Never Die
Robb Stark will never release the Kingslayer.,3,2,What is Dead May Never Die
"No, he won't. But his mother might.",3,2,What is Dead May Never Die
How would you like to see your beloved Cat again?,3,2,What is Dead May Never Die
( Footsteps approaching ),3,2,What is Dead May Never Die
Find him?,3,2,What is Dead May Never Die
"Oh, aye.",3,2,What is Dead May Never Die
And he has company.,3,2,What is Dead May Never Die
Filthy old stoat. Almost hate to interrupt.,3,2,What is Dead May Never Die
"No, you don't.",3,2,What is Dead May Never Die
"No, I don't.",3,2,What is Dead May Never Die
( Door bursts ),3,2,What is Dead May Never Die
( Gasps ),3,2,What is Dead May Never Die
What is the meaning of this?,3,2,What is Dead May Never Die
"No, please, please.",3,2,What is Dead May Never Die
"You disappoint me, Grand Maester.",3,2,What is Dead May Never Die
I am your loyal servant.,3,2,What is Dead May Never Die
So loyal that you told the Queen about my plans to send Myrcella to Dorne.,3,2,What is Dead May Never Die
No! Never!,3,2,What is Dead May Never Die
It's a falsehood. I swear it.,3,2,What is Dead May Never Die
It wasn't me.,3,2,What is Dead May Never Die
"Ah, Varys.",3,2,What is Dead May Never Die
It was Varys the spider.,3,2,What is Dead May Never Die
"See, I told Varys that I was giving the Princess to the Greyjoys.",3,2,What is Dead May Never Die
I told Littlefinger that I planned to wed her to Robin Arryn.,3,2,What is Dead May Never Die
I told no one that I was offering her to the Dornish.,3,2,What is Dead May Never Die
No one but you.,3,2,What is Dead May Never Die
The eunuch has spies everywhere.,3,2,What is Dead May Never Die
Cut off his manhood and feed it to the goats.,3,2,What is Dead May Never Die
"No, no, no.",3,2,What is Dead May Never Die
"There are no goats, halfman.",3,2,What is Dead May Never Die
"Well, make do.",3,2,What is Dead May Never Die
( Whimpering ),3,2,What is Dead May Never Die
How long have you been spying for my sister?,3,2,What is Dead May Never Die
"All I did, I did for House Lannister.",3,2,What is Dead May Never Die
"Always. Your lord father, ask him.",3,2,What is Dead May Never Die
I've always been his servant since the days of the Mad King.,3,2,What is Dead May Never Die
I don't like his beard.,3,2,What is Dead May Never Die
What?,3,2,What is Dead May Never Die
"What? Oh, no. No.",3,2,What is Dead May Never Die
( Whimpering ),3,2,What is Dead May Never Die
"How many hands have you betrayed, Pycelle?",3,2,What is Dead May Never Die
Eddard Stark? Jon Arryn?,3,2,What is Dead May Never Die
"Lord Arryn, he knew.",3,2,What is Dead May Never Die
( Stammering ) He knew the truth about the queen.,3,2,What is Dead May Never Die
"And, well, he planned to act, to tell King Robert.",3,2,What is Dead May Never Die
So you poisoned him?,3,2,What is Dead May Never Die
No. Never.,3,2,What is Dead May Never Die
"But you let him die, made sure he succumbed.",3,2,What is Dead May Never Die
Lannister ... I always served Lannister.,3,2,What is Dead May Never Die
Get him out of my sight. Throw him in one of the black cells.,3,2,What is Dead May Never Die
"Oh, no. No, no, no. No, please.",3,2,What is Dead May Never Die
Don't! You can't do this to me!,3,2,What is Dead May Never Die
For your trouble.,3,2,What is Dead May Never Die
( Pycelle shouting ),3,2,What is Dead May Never Die
You'll be pleased to know our mutual friend is doing quite well in Lady Sansa's service.,3,2,What is Dead May Never Die
Good. One of my better ideas.,3,2,What is Dead May Never Die
And it seems the Grand Maester has found his way into a black cell.,3,2,What is Dead May Never Die
"Well played, My Lord Hand.",3,2,What is Dead May Never Die
But should I be worried?,3,2,What is Dead May Never Die
"Janos Slynt, Pycelle ... the small council grows smaller every day.",3,2,What is Dead May Never Die
The council has a reputation for serving past Hands poorly.,3,2,What is Dead May Never Die
I don't mean to follow Ned Stark to the grave.,3,2,What is Dead May Never Die
"Power is a curious thing, My Lord.",3,2,What is Dead May Never Die
Are you fond of riddles?,3,2,What is Dead May Never Die
"Why, am I about to hear one?",3,2,What is Dead May Never Die
Three great men sit in a room.,3,2,What is Dead May Never Die
"A king, a priest and a rich man.",3,2,What is Dead May Never Die
Between them stands a common Sellsword.,3,2,What is Dead May Never Die
Each great man bids the Sellsword kill the other two.,3,2,What is Dead May Never Die
"Who lives, who dies?",3,2,What is Dead May Never Die
Depends on the Sellsword.,3,2,What is Dead May Never Die
Does it? He has neither crown nor gold nor favor with the Gods.,3,2,What is Dead May Never Die
"He has a sword, the power of life and death.",3,2,What is Dead May Never Die
"But if it's swordsmen who rule, why do we pretend Kings hold all the power?",3,2,What is Dead May Never Die
"When Ned Stark lost his head, who was truly responsible?",3,2,What is Dead May Never Die
Joffrey? The executioner?,3,2,What is Dead May Never Die
Or something else?,3,2,What is Dead May Never Die
I've decided I don't like riddles.,3,2,What is Dead May Never Die
Power resides where men believe it resides.,3,2,What is Dead May Never Die
"It's a trick, a shadow on the wall.",3,2,What is Dead May Never Die
And a very small man can cast a very large shadow.,3,2,What is Dead May Never Die
( Crickets chirping ),3,2,What is Dead May Never Die
( Horse whinnies ),3,2,What is Dead May Never Die
( Snoring ),3,2,What is Dead May Never Die
( Door opens ),3,2,What is Dead May Never Die
You should be sleeping.,3,2,What is Dead May Never Die
Tomorrow's a long march.,3,2,What is Dead May Never Die
30 miles if it don't piss on us.,3,2,What is Dead May Never Die
I can't sleep.,3,2,What is Dead May Never Die
I don't like the taste.,3,2,What is Dead May Never Die
( Chuckles ),3,2,What is Dead May Never Die
Well...,3,2,What is Dead May Never Die
"You don't drink it for the flavor, to be honest.",3,2,What is Dead May Never Die
What?,3,2,What is Dead May Never Die
How do you sleep?,3,2,What is Dead May Never Die
"Same as most men, I think.",3,2,What is Dead May Never Die
"But you've seen things, horrible things.",3,2,What is Dead May Never Die
Aye.,3,2,What is Dead May Never Die
"I've seen some pretty things, too, but not nearly so many.",3,2,What is Dead May Never Die
How do you sleep when you ... when you have those things in your head?,3,2,What is Dead May Never Die
You didn't see that.,3,2,What is Dead May Never Die
I made damn sure.,3,2,What is Dead May Never Die
I close my eyes and I see them up there.,3,2,What is Dead May Never Die
All of them standing there ... ,3,2,What is Dead May Never Die
"Joffrey, the Queen, and ... and my sister.",3,2,What is Dead May Never Die
"You know, we've got something in common, me and you.",3,2,What is Dead May Never Die
You know that?,3,2,What is Dead May Never Die
I must have been a couple of years older than you.,3,2,What is Dead May Never Die
I saw my brother stabbed through the heart right on our doorstep.,3,2,What is Dead May Never Die
He weren't much of a villain what skewered him.,3,2,What is Dead May Never Die
"Willem, the lad's name was.",3,2,What is Dead May Never Die
He ran off before anyone could spit.,3,2,What is Dead May Never Die
"And I just stood there, watching my brother die.",3,2,What is Dead May Never Die
But here's the funny part.,3,2,What is Dead May Never Die
I can't picture my brother's face anymore.,3,2,What is Dead May Never Die
"But Willem ...  oh, he was a nice-looking boy.",3,2,What is Dead May Never Die
"He had good white teeth, blue eyes, one of those dimpled chins all the girls like.",3,2,What is Dead May Never Die
"I would think about him when I was working, when I was drinking, when I was having a sh1t.",3,2,What is Dead May Never Die
It got to the point where I would say his name every night before I went to bed.,3,2,What is Dead May Never Die
Willem. Willem.,3,2,What is Dead May Never Die
Willem.,3,2,What is Dead May Never Die
A prayer almost.,3,2,What is Dead May Never Die
"Well, one day...",3,2,What is Dead May Never Die
Willem came riding back into town.,3,2,What is Dead May Never Die
"I buried an ax so deep into Willem's skull, they had to bury him with it.",3,2,What is Dead May Never Die
Willem's horse got me to the Wall and I've been wearing black ever since.,3,2,What is Dead May Never Die
"Well... that'll help you sleep, eh?",3,2,What is Dead May Never Die
( Horn sounds ),3,2,What is Dead May Never Die
( Men shouting ),3,2,What is Dead May Never Die
Ho!,3,2,What is Dead May Never Die
"Get up, you lazy sons of whores!",3,2,What is Dead May Never Die
Arm yourselves.,3,2,What is Dead May Never Die
Gendry: Get up.,3,2,What is Dead May Never Die
Arya: Get up.,3,2,What is Dead May Never Die
"Keep out of sight, both of you.",3,2,What is Dead May Never Die
"No, I'm not afraid.",3,2,What is Dead May Never Die
I can fight.,3,2,What is Dead May Never Die
Keep out of sight.,3,2,What is Dead May Never Die
"If things go wrong, you run.",3,2,What is Dead May Never Die
Do you hear me?,3,2,What is Dead May Never Die
You run along North and don't look back.,3,2,What is Dead May Never Die
"Hey, there's men out there who want to f*ck your corpses.",3,2,What is Dead May Never Die
"Outside, now!",3,2,What is Dead May Never Die
"Man: Come on, move, move!",3,2,What is Dead May Never Die
( Horse whinnies ),3,2,What is Dead May Never Die
Gold Cloaks!,3,2,What is Dead May Never Die
( Shouting ),3,2,What is Dead May Never Die
Everyone out!,3,2,What is Dead May Never Die
( Shouting ),3,2,What is Dead May Never Die
"Hey, you! Open the damn cage!",3,2,What is Dead May Never Die
"Where's the b*st*rd, Crow?",3,2,What is Dead May Never Die
Got more than a few bastards here. Who's asking?,3,2,What is Dead May Never Die
"Ser Amory Lorch, sworn Bannerman to Lord Tywin Lannister.",3,2,What is Dead May Never Die
These men from the capital requested our assistance.,3,2,What is Dead May Never Die
Drop your weapons in the name of the King.,3,2,What is Dead May Never Die
"Now, which King would that be?",3,2,What is Dead May Never Die
This is your last chance.,3,2,What is Dead May Never Die
"In the name of King Joffrey, drop your weapons.",3,2,What is Dead May Never Die
( Spits ) I don't think I will.,3,2,What is Dead May Never Die
So be it.,3,2,What is Dead May Never Die
( Grunts ),3,2,What is Dead May Never Die
I always hated crossbows. Take too long to load.,3,2,What is Dead May Never Die
( Groans ),3,2,What is Dead May Never Die
( Gurgles ),3,2,What is Dead May Never Die
"Jaqen: Boy, come here. Boy!",3,2,What is Dead May Never Die
"Sweet boy, help us.",3,2,What is Dead May Never Die
Come back here!,3,2,What is Dead May Never Die
"Help us, boy!",3,2,What is Dead May Never Die
( Shouting ),3,2,What is Dead May Never Die
A man can fight! Free us!,3,2,What is Dead May Never Die
"Quick, give it to me.",3,2,What is Dead May Never Die
Give me the ax. Give me that.,3,2,What is Dead May Never Die
Soldier: Put 'em on the wagon!,3,2,What is Dead May Never Die
There's more here.,3,2,What is Dead May Never Die
Come on.,3,2,What is Dead May Never Die
( Grunts ),3,2,What is Dead May Never Die
( Chuckles ),3,2,What is Dead May Never Die
What do we have here?,3,2,What is Dead May Never Die
No!,3,2,What is Dead May Never Die
That's a fine little blade.,3,2,What is Dead May Never Die
Maybe I'll pick my teeth with it.,3,2,What is Dead May Never Die
I yield! I yield!,3,2,What is Dead May Never Die
Amory: Round up any survivors.,3,2,What is Dead May Never Die
We'll take them back to Harrenhal.,3,2,What is Dead May Never Die
You heard him. You're coming with us.,3,2,What is Dead May Never Die
I yield!,3,2,What is Dead May Never Die
( Whimpering ),3,2,What is Dead May Never Die
Help!,3,2,What is Dead May Never Die
Help me!,3,2,What is Dead May Never Die
"Something wrong with your leg, boy?",3,2,What is Dead May Never Die
Look at it.,3,2,What is Dead May Never Die
Can you walk?,3,2,What is Dead May Never Die
No. You got to carry me.,3,2,What is Dead May Never Die
All right.,3,2,What is Dead May Never Die
( Coughing ),3,2,What is Dead May Never Die
"Carry him, he says.",3,2,What is Dead May Never Die
( Laughs ),3,2,What is Dead May Never Die
We're looking for a b*st*rd named Gendry.,3,2,What is Dead May Never Die
Give him up or I'll start taking eyeballs.,3,2,What is Dead May Never Die
You want Gendry?,3,2,What is Dead May Never Die
You already got him.,3,2,What is Dead May Never Die
He loved that helmet.,3,2,What is Dead May Never Die
( Theme music playing ),3,2,What is Dead May Never Die
Does it ever end?,4,2,Garden of Bones
This is further east than I've ever been.,4,2,Garden of Bones
( Dany speaking Dothraki ),4,2,Garden of Bones
May I present my wife Margaery of House Tyrell?,4,2,Garden of Bones
"You are very welcome here, Lady Stark.",4,2,Garden of Bones
"If Robb Stark wants a pact with us, he should come himself.",4,2,Garden of Bones
"My son is fighting a war, not playing at one.",4,2,Garden of Bones
I cannot defeat my brother in the field.,4,2,Garden of Bones
You must give yourself to the Lord of Light.,4,2,Garden of Bones
"I've said the words, damn you.",4,2,Garden of Bones
( Whispers ) I will give you a son.,4,2,Garden of Bones
We've come to a dangerous place.,4,2,Garden of Bones
My sister wants to hurt me. She can't know about you.,4,2,Garden of Bones
Who are you?,4,2,Garden of Bones
"I'm Shae, My Lady. Your new handmaiden.",4,2,Garden of Bones
I didn't know I needed a new handmaiden.,4,2,Garden of Bones
"Catelyn: You fought bravely today, Lady Brienne.",4,2,Garden of Bones
I fought for my king. Soon I'll fight for him on the battlefield.,4,2,Garden of Bones
Die for him if I must.,4,2,Garden of Bones
( Flies buzz ),4,2,Garden of Bones
You told the Queen about my plans to send Myrcella to Dorne.,4,2,Garden of Bones
Never!,4,2,Garden of Bones
Throw him in one of the black cells.,4,2,Garden of Bones
Cersei: Myrcella is my only daughter.,4,2,Garden of Bones
Do you really think I'll let you sell her like a common whore?,4,2,Garden of Bones
"It's done, Cersei.",4,2,Garden of Bones
No.,4,2,Garden of Bones
You cannot stop it.,4,2,Garden of Bones
No!,4,2,Garden of Bones
Not tonight.,4,2,Garden of Bones
There's another Tyrell who requires your attention.,4,2,Garden of Bones
I'm sorry.,4,2,Garden of Bones
Do you want my brother to come in and help?,4,2,Garden of Bones
I don't know what you're talking about.,4,2,Garden of Bones
There's no need for us to play games. Save your lies for court.,4,2,Garden of Bones
You're going to need a lot of them.,4,2,Garden of Bones
My brother Jaime rots in a northern stockade.,4,2,Garden of Bones
Robb Stark will never release the Kingslayer.,4,2,Garden of Bones
But his mother might.,4,2,Garden of Bones
How would you like to see your beloved Cat again?,4,2,Garden of Bones
Man: Outside!,4,2,Garden of Bones
"Jaqen: Come here, boy!",4,2,Garden of Bones
"Sweet boy, help us. Give it to me.",4,2,Garden of Bones
( Blades ring ),4,2,Garden of Bones
( Groans ),4,2,Garden of Bones
"( Hilt thuds, Arya grunts )",4,2,Garden of Bones
Amory: Round up any survivors.,4,2,Garden of Bones
We'll take them back to Harrenhal.,4,2,Garden of Bones
We're looking for a b*st*rd named Gendry.,4,2,Garden of Bones
You want Gendry? You already got him.,4,2,Garden of Bones
( Theme music playing ),4,2,Garden of Bones
"♪ Game of Thrones 2x04 ♪ Garden of Bones Original Air Date on April 22, 2012 ♪",4,2,Garden of Bones
( Thunder rumbling ),4,2,Garden of Bones
( Horse neighs ),4,2,Garden of Bones
It's got to be the Mountain. He's the biggest.,4,2,Garden of Bones
He's the strongest.,4,2,Garden of Bones
Bulls are bigger than lions.,4,2,Garden of Bones
Doesn't mean I'd pick a bull in a fight.,4,2,Garden of Bones
"If the bull had fangs and claws, I would.",4,2,Garden of Bones
"Right, the Mountain or our man Jaime.",4,2,Garden of Bones
If he ever gets out.,4,2,Garden of Bones
( Thunderclap ),4,2,Garden of Bones
Loras Tyrell?,4,2,Garden of Bones
Loras Tyrell. He's prettier than the queen.,4,2,Garden of Bones
I don't care about pretty.,4,2,Garden of Bones
He's better with a sword than any of them.,4,2,Garden of Bones
How good could he be?,4,2,Garden of Bones
"He's been stabbing Renly Baratheon for years, and Renly ain't dead.",4,2,Garden of Bones
( Laughs ),4,2,Garden of Bones
( Horse whinnies ),4,2,Garden of Bones
The horses seem a little spooked to you?,4,2,Garden of Bones
They're horses.,4,2,Garden of Bones
They get spooked by their own shadows.,4,2,Garden of Bones
Shh.,4,2,Garden of Bones
( Horse snorting ),4,2,Garden of Bones
Do you hear that?,4,2,Garden of Bones
No.,4,2,Garden of Bones
There's something out there.,4,2,Garden of Bones
( Neighing ),4,2,Garden of Bones
( Farts ),4,2,Garden of Bones
( Gasps ),4,2,Garden of Bones
( Laughing ),4,2,Garden of Bones
Oh.,4,2,Garden of Bones
"Oh, you're a right little prick.",4,2,Garden of Bones
You should see your face.,4,2,Garden of Bones
